"tipoTienda","tieneFolleto","especial","codigoProvincia","codigoTienda","idTienda","posicionX","fechaVigenciaFolleto","posicionY"
0,TRUE,FALSE,4,8081,1001874,"41.08826","18/01/2023","-6.80753"
0,TRUE,FALSE,4,8087,1001880,"41.58977","18/01/2023","-6.52791"
0,TRUE,FALSE,3,8089,1001882,"41.45944","18/01/2023","-8.56757"
0,TRUE,FALSE,13,8090,1001883,"41.15433","18/01/2023","-8.41071"
0,TRUE,FALSE,1,8091,1001884,"40.46672","18/01/2023","-8.67446"
0,TRUE,FALSE,13,8092,1001885,"41.40888","18/01/2023","-8.77395"
0,TRUE,FALSE,1,8095,1001888,"40.61527","18/01/2023","-8.62231"
0,TRUE,FALSE,16,8096,1001889,"41.65445","18/01/2023","-8.58448"
0,TRUE,FALSE,6,8109,1001902,"40.15801","18/01/2023","-8.33433"
0,TRUE,FALSE,16,8111,1001904,"42.113316","18/01/2023","-8.257378"
0,TRUE,FALSE,18,8112,1001905,"40.6699","18/01/2023","-7.8895"
0,TRUE,FALSE,18,8119,1001912,"40.64246","18/01/2023","-7.92459"
0,TRUE,FALSE,18,8120,1001913,"40.90135","18/01/2023","-7.93564"
0,TRUE,FALSE,9,8123,1001916,"40.77025","18/01/2023","-7.35516"
0,TRUE,FALSE,11,9860,1002287,"38.800355556","18/01/2023","-9.379333333"
0,TRUE,FALSE,12,7112,1002403,"39.050380556","18/01/2023","-7.887927778"
0,FALSE,FALSE,15,7712,1002412,"38.53203056",NA,"-8.876347222"
0,TRUE,FALSE,13,8834,1002413,"41.158413889","18/01/2023","-8.039316667"
0,TRUE,FALSE,11,7715,1002422,"38.71741","18/01/2023","-9.16643"
0,TRUE,FALSE,13,8852,1002391,"41.192436111","18/01/2023","-8.696544444"
0,TRUE,FALSE,9,8832,1002395,"40.719130556","18/01/2023","-6.901511111"
0,TRUE,FALSE,14,7714,1002417,"39.4564487","18/01/2023","-8.6694222"
0,TRUE,FALSE,15,7718,1002421,"38.64795833","18/01/2023","-8.989763889"
0,TRUE,FALSE,8,7727,1002461,"37.12964444","18/01/2023","-8.54025833"
0,TRUE,FALSE,15,7728,1002470,"38.657092","18/01/2023","-9.152766"
0,TRUE,FALSE,15,7729,1002471,"38.65832778","18/01/2023","-9.043316667"
0,TRUE,FALSE,13,8863,1002473,"41.184997222","18/01/2023","-8.681197222"
0,TRUE,FALSE,13,8837,1002508,"41.192425","18/01/2023","-8.668232"
0,TRUE,FALSE,13,8853,1002392,"41.362857","18/01/2023","-8.758008"
0,TRUE,FALSE,18,8854,1002397,"40.6582146","18/01/2023","-7.9091781"
0,TRUE,FALSE,12,7878,1002416,"38.95289","18/01/2023","-7.672428"
0,TRUE,FALSE,15,7713,1002419,"38.65681944","18/01/2023","-9.070922222"
0,TRUE,FALSE,15,7716,1002420,"38.52564167","18/01/2023","-8.872033333"
0,TRUE,FALSE,9,8836,1002436,"40.616322222","18/01/2023","-7.544463889"
0,TRUE,FALSE,11,9780,1002440,"38.76966","18/01/2023","-9.31048"
0,TRUE,FALSE,9,8860,1002442,"40.355294444","18/01/2023","-7.094713889"
0,TRUE,FALSE,3,8858,1002443,"41.547011","18/01/2023","-8.4333479"
0,TRUE,FALSE,13,8859,1002444,"41.328367","18/01/2023","-8.717544"
0,TRUE,FALSE,13,8861,1002447,"41.143838889","18/01/2023","-8.534383333"
0,TRUE,FALSE,15,7721,1002451,"38.67998889","18/01/2023","-9.160222222"
0,TRUE,FALSE,15,7720,1002453,"38.66179444","18/01/2023","-9.077127778"
0,TRUE,FALSE,14,7724,1002456,"39.60504167","18/01/2023","-8.409169444"
0,FALSE,FALSE,11,9781,1002465,"38.730121",NA,"-9.147322"
0,FALSE,FALSE,11,9782,1002466,"38.731717",NA,"-9.13414"
0,FALSE,FALSE,8,7733,1002475,"37.0172",NA,"-7.933005556"
0,TRUE,FALSE,15,7731,1002483,"38.53066389","18/01/2023","-8.887897222"
0,TRUE,FALSE,1,8857,1002423,"40.637141667","18/01/2023","-8.713161111"
0,TRUE,FALSE,15,7717,1002435,"38.5331809","18/01/2023","-8.8688622"
0,TRUE,FALSE,11,7719,1002441,"38.76748056","18/01/2023","-9.298561111"
0,TRUE,FALSE,11,7723,1002454,"38.92719722","18/01/2023","-9.008077778"
0,TRUE,FALSE,13,8864,1002496,"41.159580556","18/01/2023","-8.601869444"
0,FALSE,FALSE,11,7732,1002510,"38.71506111",NA,"-9.15122222"
0,TRUE,FALSE,15,7735,1002513,"38.68239722","18/01/2023","-9.153369444"
0,TRUE,FALSE,13,8865,1002520,"41.124477778","18/01/2023","-8.612211111"
0,FALSE,FALSE,11,7737,1002522,"38.693469444",NA,"-9.297486111"
0,TRUE,FALSE,13,8866,1002533,"41.162297222","18/01/2023","-8.605161111"
0,TRUE,FALSE,11,7739,1002537,"38.95390556","18/01/2023","-8.987533333"
0,TRUE,FALSE,13,8867,1002529,"41.156841667","18/01/2023","-8.621719444"
0,TRUE,FALSE,16,8871,1002603,"41.804544444","18/01/2023","-8.414816667"
0,TRUE,FALSE,11,7748,1002612,"38.70206667","18/01/2023","-9.386469444"
0,TRUE,FALSE,13,8873,1002614,"41.378622222","18/01/2023","-8.761883333"
0,TRUE,FALSE,13,8874,1002615,"41.1477","18/01/2023","-8.5862"
0,TRUE,FALSE,15,7755,1002646,"38.44549444","18/01/2023","-9.100169444"
0,TRUE,FALSE,11,9791,1002660,"38.71077778","18/01/2023","-9.158913889"
0,TRUE,FALSE,17,98,1002664,"41.16435833","18/01/2023","-7.79338056"
0,TRUE,FALSE,6,93,1002669,"40.14867222","18/01/2023","-8.851955556"
0,TRUE,FALSE,11,7757,1002671,"38.71135556","18/01/2023","-9.246227778"
0,FALSE,FALSE,13,8870,1002582,"41.135925",NA,"-8.607897222"
0,TRUE,FALSE,11,7758,1002684,"38.77538056","18/01/2023","-9.112838889"
0,TRUE,FALSE,13,8879,1002750,"41.218322222","18/01/2023","-8.552611111"
0,TRUE,FALSE,5,7763,1002775,"40.138855556","18/01/2023","-7.500755556"
0,TRUE,FALSE,8,7762,1002778,"37.1795826","18/01/2023","-7.4499103"
0,TRUE,FALSE,11,7764,1002788,"38.74491667","18/01/2023","-9.180138889"
0,TRUE,FALSE,15,7738,1002540,"38.57106389","18/01/2023","-9.039705556"
0,TRUE,FALSE,11,7742,1002550,"39.08825","18/01/2023","-9.254411111"
0,FALSE,FALSE,11,7747,1002588,"38.72126667",NA,"-9.151952778"
0,TRUE,FALSE,11,9783,1002593,"39.02059","18/01/2023","-9.15313"
0,TRUE,FALSE,11,9785,1002601,"38.99461","18/01/2023","-8.97233"
0,TRUE,FALSE,10,86,1002618,"39.91404","18/01/2023","-8.435637"
0,TRUE,FALSE,15,7750,1002633,"38.61699722","18/01/2023","-9.103002778"
0,TRUE,FALSE,13,94,1002665,"41.149322","18/01/2023","-8.603465"
0,FALSE,FALSE,6,92,1002666,"40.2108247",NA,"-8.429326"
0,FALSE,FALSE,13,96,1002667,"41.149481",NA,"-8.616551"
0,FALSE,FALSE,13,97,1002668,"41.166075",NA,"-8.62506667"
0,TRUE,FALSE,15,7741,1002555,"38.53818333","18/01/2023","-8.896680556"
0,TRUE,FALSE,10,8869,1002556,"39.599663","18/01/2023","-9.07065"
0,TRUE,FALSE,13,8868,1002585,"41.353036111","18/01/2023","-8.740494444"
0,TRUE,FALSE,12,7114,1002632,"39.05478","18/01/2023","-7.64898"
0,TRUE,FALSE,11,7751,1002637,"38.81042222","18/01/2023","-9.161255556"
0,TRUE,FALSE,11,7759,1002721,"38.732043","18/01/2023","-9.1283"
0,TRUE,FALSE,11,7745,1002573,"38.756125","18/01/2023","-9.202869444"
0,TRUE,FALSE,7,7746,1002578,"38.72336111","18/01/2023","-7.984872222"
0,TRUE,FALSE,13,89,1002624,"41.38072","18/01/2023","-8.75542"
0,TRUE,FALSE,11,9790,1002631,"38.923631","18/01/2023","-9.232502"
0,TRUE,FALSE,15,7756,1002651,"38.64476944","18/01/2023","-9.235305556"
0,FALSE,FALSE,15,7743,1002562,"38.64137222",NA,"-9.231816667"
0,TRUE,FALSE,11,9784,1002597,"39.1424","18/01/2023","-9.01722"
0,TRUE,FALSE,18,8139,1002741,"41.150003","18/01/2023","-7.411726"
0,TRUE,FALSE,11,7740,1002557,"38.71129722","18/01/2023","-9.163625"
0,TRUE,FALSE,13,8876,1002638,"41.155238889","18/01/2023","-8.595325"
0,TRUE,FALSE,11,9793,1002662,"38.77265833","18/01/2023","-9.153480556"
0,TRUE,FALSE,11,7760,1002765,"38.69275","18/01/2023","-9.310969444"
0,FALSE,FALSE,11,7766,1002790,"38.72275833",NA,"-9.145947222"
0,TRUE,FALSE,11,7769,1002800,"38.75937222","18/01/2023","-9.124575"
0,TRUE,FALSE,11,7771,1002801,"38.785138889","18/01/2023","-9.315666667"
0,FALSE,FALSE,6,8880,1002803,"40.209338889",NA,"-8.432222222"
0,TRUE,FALSE,8,7770,1002799,"37.19387222","18/01/2023","-7.420738889"
0,TRUE,FALSE,11,7772,1002805,"38.70227778","18/01/2023","-9.206055556"
0,TRUE,FALSE,13,100,1002817,"41.14993","18/01/2023","-8.29847"
0,FALSE,FALSE,8,7775,1002820,"37.12450556",NA,"-7.647922222"
0,TRUE,FALSE,15,7776,1002821,"38.52550833","18/01/2023","-8.890261111"
0,TRUE,FALSE,11,7777,1002822,"38.76509444","18/01/2023","-9.200555556"
0,TRUE,FALSE,11,7773,1002811,"38.75714722","18/01/2023","-9.225705556"
0,TRUE,FALSE,11,7774,1002819,"38.76039444","18/01/2023","-9.167513889"
0,FALSE,FALSE,6,8881,1002823,"40.2108247",NA,"-8.429326"
3,FALSE,FALSE,15,7601,1001668,"38.47698",NA,"-9.15988"
3,FALSE,FALSE,18,8639,1002607,"41.019114",NA,"-7.776108"
3,FALSE,FALSE,10,7605,1001672,"39.94755",NA,"-8.48227"
3,FALSE,FALSE,5,7607,1001674,"40.2330716",NA,"-7.4460348"
3,FALSE,FALSE,10,7609,1001676,"39.5144",NA,"-9.13354"
3,FALSE,FALSE,8,7611,1001678,"37.0742",NA,"-8.77373"
3,FALSE,FALSE,16,8603,1001994,"41.841248",NA,"-8.87025"
3,FALSE,FALSE,12,7615,1002418,"38.963355556",NA,"-7.758525"
3,FALSE,FALSE,14,7619,1002484,"39.34876",NA,"-8.531824"
3,FALSE,FALSE,16,8607,1002485,"41.79672",NA,"-8.5499"
3,FALSE,FALSE,11,7627,1002500,"38.95295",NA,"-9.13561"
3,FALSE,FALSE,12,7629,1002506,"39.043552",NA,"-7.811188"
3,FALSE,FALSE,4,8605,1002480,"41.410203",NA,"-8.515568"
3,FALSE,FALSE,15,7620,1002490,"37.939755",NA,"-8.392103"
3,FALSE,FALSE,8,7628,1002502,"37.098255",NA,"-8.465538"
3,FALSE,FALSE,15,7631,1002515,"38.2914679",NA,"-8.2195829"
3,FALSE,FALSE,3,8619,1002516,"41.49992",NA,"-8.73953"
3,FALSE,FALSE,13,8622,1002519,"41.452237",NA,"-8.73982"
3,FALSE,FALSE,6,8620,1002523,"40.018514",NA,"-8.100364"
3,FALSE,FALSE,13,8624,1002524,"41.137049",NA,"-8.31146"
3,FALSE,FALSE,11,7635,1002532,"38.798141",NA,"-9.1622803"
3,FALSE,FALSE,18,8618,1002538,"40.908289",NA,"-8.059002"
3,FALSE,FALSE,2,7653,1002595,"37.946068",NA,"-7.299899"
3,FALSE,FALSE,14,7643,1002569,"39.4513",NA,"-8.830107"
3,FALSE,FALSE,14,7644,1002577,"39.4643257",NA,"-8.0424618"
3,FALSE,FALSE,8,7650,1002586,"37.309399",NA,"-8.666675"
3,FALSE,FALSE,9,8629,1002558,"40.49153",NA,"-7.590443"
3,FALSE,FALSE,18,8634,1002572,"40.614359",NA,"-7.89782"
3,FALSE,FALSE,7,7656,1002606,"38.33464",NA,"-8.003132"
3,FALSE,FALSE,17,8640,1002611,"41.560115",NA,"-7.428586"
3,FALSE,FALSE,14,7640,1002581,"39.707682",NA,"-8.659308"
3,FALSE,FALSE,18,8637,1002594,"40.753898",NA,"-7.985394"
3,FALSE,FALSE,5,8632,1002568,"40.2878012",NA,"-7.5022681"
3,FALSE,FALSE,10,7651,1002591,"39.84678",NA,"-8.65771"
3,FALSE,FALSE,6,8638,1002599,"40.241248",NA,"-8.509664"
3,FALSE,FALSE,2,7604,1001671,"38.20861",NA,"-7.22901"
