"id","identifier","googlePlaceId","lat","lng","name","country","city","province","streetAndNumber","zip","businessId","addressExtra"
3118715,"03780","ChIJ9UL79vLNHg0RzgbI1JkZdMo",38.7539559,-9.2040357,"Continente Bom Dia Augusto Costa","PT","Lisboa","Lisboa","Rua Augusto Costa 21A","1500-064",209756,NA
3121351,"07207","ChIJ0_-IeVjJHg0RfoMrfOcpHgY",38.69537983,-9.33684873,"Continente Modelo Carcavelos","PT","Carcavelos","Lisboa","Estrada da Alagoa 96","2775-716",209756,"Quinta da Alagoa"
3121405,"07763","ChIJP54XBp0zGQ0RDu_0xQli7xY",38.74763096,-9.14069697,"Continente Bom Dia Centro Comercial Roma","PT","Lisboa","Lisboa","Av. De Roma 48","1700-348",209756,NA
3288299,"05154","ChIJZ_VaKgIzGQ0RFKpdyCEO55E",38.71967484,-9.13579193,"Continente Bom Dia Rua da Palma","PT","Lisboa","Lisboa","Rua da Palma 265-287","1100-089",209756,NA
3311383,"L7773","ChIJE_9yeBkzGQ0R1dakGgYJOj4",38.71481318,-9.1541108,"Continente Bom Dia São Bento","PT","Lisboa","Lisboa","Rua de São Bento 159-165","1200-817",209756,NA
3373509,"L4327","ChIJYyjzegPRGg0RgSCIARYsVNs",37.13215271,-8.35910733,"Continente Bom Dia Alcantarilha","PT","Alcantarilha","Faro District","R. de Baleizão","8365-023",209756,"Sudoeste Retail Park"
3381430,"7303","ChIJzxTu72aXZwsRhmRtxXF3mzs",36.95884045,-25.14600456,"Continente Bom Dia Santa Maria","PT","Vila do Porto","Açores","Avenida de Santa Maria 2030","9580-501",209756,"Ilha de Santa Maria, Lugar do Casal,"
3439288,"L7943","ChIJF5a8Gg1ZIg0R-ltJAXFqdjA",40.11018913,-8.50683242,"Continente Bom Dia Condeixa","PT","Condeixa-a-Nova","Coimbra","Rua da faia 9","3150-100",209756,"Lugar De Castel"
3450676,"4895","ChIJs3yDzGYvGw0RJJrGFsmyJLE",37.13428059,-8.6659357,"Continente Modelo Odiáxere","PT","Lagos","Faro","Sítio do Carrascal","8600-250",209756,"Odiáxere"
3495435,"L9586","ChIJWf3ShH7NHg0RFqFJaGzE6QE",38.71728172,-9.22294635,"Continente Bom Dia Carnaxide World Trade Center","PT","Carnaxide","Lisboa","Rua Fernando Távora 3","2790-256",209756,"World Trade Center"
3538675,"8466","ChIJ5fhO0r8zGQ0R8MsFnDiGN4E",38.72797522,-9.10967231,"Continente Bom Dia Xabregas","PT","Lisboa","Lisboa","Rua de Xabregas 5","1900-438",209756,NA
3591637,"5745","ChIJB2eNlMqnIw0RhJbI_Pz8PvA",40.5430667751235,-8.53194057941437,"Continente Bom Dia Oiã","PT","Oiã","Aveiro","Estrada nacional 235, lugar do facho","3770-220",209756,NA
3607558,"1352","ChIJ-7UId6ljJA0RphtXsCxgB-Q",41.1704733158236,-8.57014060020447,"Continente Bom Dia Fabrica do Cobre","PT","Porto","Porto","Rua das Linhas de Torres 3, Rua Companhia Portuguesa do cobre n.º 112","4350-214",209756,NA
3619440,"L5738","ChIJ_dOJesUzGQ0R_dZ2POjwxSo",38.7372658,-9.1480647,"Continente Bom Dia 5 de Outubro","PT","Lisboa","Lisboa","Avenida 5 de Outubro 85","1050-053",209756,NA
3619450,"L8427","ChIJTU3NsKPNHg0RavQ_pAAsB9U",38.7548344,-9.19039192,"Continente Bom Dia Colombo","PT","Lisboa","Lisboa","Avenida Lusíada 511","1500-392",209756,"Piso -1"
3619455,"L5753","ChIJEw1k-IozGQ0R6r0C4W7Lkv8",38.7758549,-9.1020631,"Continente Bom Dia Moscavide","PT","Lisboa","Lisboa","Rua António Maria Pais 23","1885-003",209756,"Moscavide"
3622508,"L8467","ChIJUTlAKVJhJA0RrJ0L9khGWG4",41.2185614019627,-8.54609191417694,"Continente Bom Dia Ermesinde","PT","Ermesinde","Porto","R. 5 de Outubro 606","4445-673",209756,NA
3622515,"L7214","ChIJxySIRwuJJA0RKrxFny9auJ0",41.18257031,-8.44288588,"Continente Bom Dia Gandra","PT","Gandra","Porto","Rua Central da Gandra 1162","4585-248",209756,NA
3627363,"L4593","ChIJ33BkQYszGQ0Ryq30Ixpiue4",38.74094604,-9.13421484,"Continente Bom Dia Av. de Paris","PT","Lisboa","Lisboa","Av. de Paris 3B","1000-226",209756,NA
3627372,"L9622","ChIJt3AZOC8vGQ0RyL4TY-cBN4Q",38.873306,-9.079195,"Continente Bom Dia Vialonga","PT","Vialonga","Lisboa","Rua Professor Egas Moniz 120","2625-685",209756,NA
3627378,"L6091","ChIJOxenjiHFHg0RlSsF6iuWqiM",38.7144737,-9.3855617,"Continente Modelo Estoril","PT","Estoril","Lisboa","Rua do Campo Santo","2765-306",209756,"Alto dos Gaios"
